reactant_000,reactant_001
CCCC[Sn](CCCC)(CCCC)c1ccnc(F)c1,COC(=O)c1cc2c(Cl)nccc2n1C(=O)OC(C)(C)C
CCn1c(-c2nc(Br)cnc2N)nc2cnccc21,O=C(OCc1ccccc1)c1ccc(B(O)O)cc1
CCOC(=O)CC(=O)CC(=O)c1ccccc1,NO
CC(=O)C(=O)O,Nc1cc(Cl)ccc1I
CO,Clc1cccc(-c2nn3ccccc3c2-c2ccnc3ccccc23)n1
O=C1c2c(O)c(O)cc(=O)n2CCN1Cc1cccc(I)c1,OB(O)c1ccccc1
CC(C)(C)OC(=O)n1cc(B2OC(C)(C)C(C)(C)O2)cn1,Fc1ccc(Br)cn1
Cc1nc(NC(=O)C23CC4CC(CC(C4)C2)C3)sc1C,ClCc1ccncc1
CCCc1nc(CC)c(Br)c(=O)n1Cc1ccc(-c2ccccc2C#N)cc1,COc1ccc(O)cc1OC
Brc1cncc2[nH]ccc12,CCCC[Sn](CCCC)(CCCC)c1nc(N2CCOCC2)c2nc(CN3CCN(C(C)(C)C(N)=O)CC3)sc2n1
C[O-],Nc1cc(Cl)ccn1
CC=Cc1ccccc1O,COc1cc2nccc(Cl)c2cc1OC
N#CCC1CCN(C=O)CC1,NCCCN
Cc1ccc2c(c1)CCCN2,O=C(O)c1cccnc1Oc1cc(Cl)ccc1Cl
CC(=O)c1cccc(C#N)c1,OCCO
CC(C)(C)OC(=O)N1CC[C@@H](n2c(Br)c(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,N#C[Cu]
NC(=O)c1nc2n(c1I)CCOc1cc(F)c(Br)cc1-2,[C-]#N
OB(O)c1ccc(Cl)cc1Cl,OC(CCc1cccnc1)COc1ccc(Br)cc1
COC(=O)CN,COc1cc2c(=O)oc(=O)n(C)c2cc1OC
CC(C)CN,OC(c1ccc2ncccc2c1)c1cnc2ccc(Cl)nn12
CCc1ccc(O)cc1C1C(=O)C2C3CCC(CC3)C2C1=O,Clc1ccc2nc(Cl)cnc2c1
CON(C)C(=O)c1csc(Br)n1,c1c[nH]cn1
COc1cc(C(=O)N(C)c2ccc(C)cc2OCCCCCC(=O)N2CCN(C)CC2)ccc1NC(=O)c1cccc(N)c1N,N#CCC(=O)O
CC(C)(C)OC(=O)N1CC=C(B2OC(C)(C)C(C)(C)O2)CC1,Nc1ccc(Oc2ccnc3cc(I)sc23)c(F)c1
COC(=O)c1cc(O)c2c(c1)OC(C)(C)C2,O=C(c1ncc(F)cc1F)N1CC(F)C1
O=C1c2ccc([N+](=O)[O-])cc2C(=O)N1c1ccccc1,[O-]c1ccc(F)cc1
CCCCN1CCN2CCN(CCCC)P1N(CCCC)CC2,Fc1ccc(-n2ncnc2-c2cc3c(s2)-c2nc(Cl)ccc2OCC3)c(F)c1
Brc1cncc(Br)c1,Cc1c(B2OC(C)(C)C(C)(C)O2)ccc2c1CC(=O)N2C
COc1c(C)cc(Br)cc1COCC1(c2ccccc2)CCN(C(=O)OC(C)(C)C)CC1,N#Cc1ccc(B(O)O)cc1
CC(C)(CN)C(=O)O,COC(=O)c1nc(C#N)c2cc(-c3ccccc3)ccc2c1O
CCOC(=O)c1cnc(SC)nc1[Sn](C)(C)C,O=C(Cl)CCc1ccccc1
CS(N)(=O)=O,Nc1ccc(-c2cc(-c3cccnc3F)nc(N3CCOCC3)n2)cn1
CC(C)(C(=N)N)c1ccccc1F,NNC(=O)Cn1nc(-c2ccc(Cl)cc2)n(C2CC2)c1=O
CC(=O)[O-],Cn1c(Cl)nc2c(N3CCN(C(=O)OC(C)(C)C)CC3)ncnc21
CC(C)N1CCC(c2nc3cc(-c4ccc(F)cc4Cl)nc(Cl)n3n2)CC1,N#Cc1ccc(NC2CCCNC2)nc1
N#Cc1ccc(Br)cc1F,NNc1ccccc1
C=CS(C)(=O)=O,COCc1nc2c(N)nc3cc(Br)ccc3c2n1CC(C)(C)O
CN(C)C=O,COc1cc(C=O)c(C)cc1OS(=O)(=O)C(F)(F)F
N#Cc1cccc(B(O)O)c1,O=C1c2cc(Br)ccc2CC12Cc1cccc3cccc(c13)C2
CC(C)(CO)CO,O=C(Cl)Cl
C=C[Sn](CCCC)(CCCC)CCCC,O=C1Nc2ccccc2Nc2nnc(Cl)cc21
Nc1ccc(F)c([N+](=O)[O-])c1,O=C(Nc1cccc(O)c1)C(F)(F)F
Brc1cncc(C2CC2)n1,CC(C)(C)OC(=O)N1CCC[C@@H](Oc2cncc(-c3nn(C4CCCCO4)c4ccc(B5OC(C)(C)C(C)(C)O5)cc34)n2)C1
O=C1CCCCN1c1nc(Br)cs1,OB(O)c1ccc(Cl)cc1
Cc1cc2cc([N+](=O)[O-])ccc2[nH]1,Clc1ccc2c(Cl)ccnc2c1
Cc1ccc(-c2c(Cl)ncnc2NS(=O)(=O)c2ccc(C(C)(C)COC3CCCCO3)cc2)cc1,OCCO
O=Cc1scnc1Cl,O=S([O-])c1ccccc1
CC1C(O)C2(CCN(C(=O)OC(C)(C)C)CC2)C(=O)N1C1=CC(=O)OC1,II
CCCCCCCCCCCCc1ccc(C#N)c(Cl)c1,CN(N=C(Cl)c1c(F)cccc1Cl)S(=O)(=O)c1ccccc1
CC(C)(C)OC(=O)N1CCC(C(=O)O)CC1,N#Cc1ccc(N)c(N)c1
Nc1cnc(Br)cn1,OB(O)Oc1ccc(Cl)cc1
CC[O-],Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2nc(S(C)(=O)=O)nc2n1
Fc1cc2[nH]ncc2cc1Br,SCc1ccccc1
CCCC[Sn](CCCC)(CCCC)C1=CCCO1,CCc1cn(C2=NCC(=O)N3CCc4c(I)cccc4C3=C2)cn1
NC1CCOCC1,O=[N+]([O-])c1ccccc1F
CC1(C)OB(c2ccc(OCc3ccccc3)nc2)OC1(C)C,CCOC(=O)[C@@H](OC(C)(C)C)c1c(C)cc2nc(-c3ccnc(Cl)c3)sc2c1-c1ccc(Cl)cc1
N#Cc1ccc(N)cc1,[N-]=[N+]=[N-]
CC(C)(C)CI,CC(C)(C)NC1=NC2(CS1)c1cc(O)ccc1Oc1ccc(-c3cncnc3)cc12
CCOC(=O)c1ncc2sc(-c3ccccc3)nc2c1O,NCC(=O)O
CC(=O)c1ccc(O)cc1C,[OH-]
COc1ccc2oc(B(O)O)cc2c1,Nc1ccc(Br)nc1F
COC(OC)N(C)C,Cc1ncc(Br)cc1[N+](=O)[O-]
Cc1ccc(S(=O)(=O)OCCCNC2=C(c3ccccc3)S(=O)(=O)N(C(C)(C)C)C2=O)cc1,OCc1cccc(O)c1
COc1ccccc1C1CCCCC1COc1c(C)cc(C)cc1C,[C-]#N
COC(=O)CCc1cccnc1,NCCCCC1CCN(C(c2ccccc2)c2ccccc2)CC1
Cc1nc2c(s1)C(=O)C(=CN1CCOCC1)CC2,N=C(N)Nc1ccc(Cl)nc1
CC(C)(C)OC(=O)N1CCC(C#N)CC1,[N-]=[N+]=[N-]
CCCC[Sn](CCCC)(CCCC)c1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1,Clc1ccc2c(cc(Br)n2Cc2ccccc2)n1
Cc1ccc(S(=O)(=O)n2ccc3c(Nc4ccc5cn[nH]c5c4)nc(Cl)nc32)cc1,Nc1ccc(N2CCC(O)CC2)cc1
COc1ccccc1N(C)C(=O)c1ccc(Cl)c(B2OC(C)(C)C(C)(C)O2)c1,Clc1ccc(Br)cn1
C#C[C@H]1CC[C@H](CCC)CC1,CCC[C@H]1CC[C@H](c2cc(F)c(I)c(F)c2)CC1
Brc1ccc(-c2nnc(SCc3ccccc3)o2)o1,C1CN2CCC(CC2)N1
CC(C)(O)c1ccc(-n2cncn2)c(-c2nc3cc(Br)ccc3n2C(C)(C)C)c1,CC1(C)OB(c2cnc(N)nc2)OC1(C)C
C=C[Sn](CCCC)(CCCC)CCCC,Clc1nc(NCc2ccccc2)c2scc(Br)c2n1
CC(C)(C)OC(=O)N1CCNCC1,Cc1c(Sc2ccc(Cl)cc2)c2c(Br)cccc2n1CC(=O)O
Cc1ccc(Oc2cc(Cl)ncn2)cc1C,O=c1[nH]c2ncccc2n1C1CCNCC1
Brc1ccc2nccc(I)c2c1,OB(O)c1ccncc1
CCCC[Sn](CCCC)(CCCC)c1nccs1,Nc1cncc(I)c1
CC(C)(C)OC(=O)N1CCc2c(c3ccc(Br)cc3n2COCC[Si](C)(C)C)C1,O=c1cc(OCc2ccccc2)cc[nH]1
Cn1c(=O)oc(=O)c2cc(Cl)ccc21,NCC(=O)O
C[Sn](C)(C)c1ccc(C#N)cn1,N#Cc1cccc(-c2ccc(Br)o2)c1
CC(C)(C)OC(=O)N1CCC2(CNC(=O)c3cc(-c4ccnc(Cl)n4)[nH]c32)C1,OB(O)c1cnc2ccccc2c1
Brc1ccc(OCC2CC2)cn1,C#Cc1c(F)cc(OC[C@H](C)NC(=O)OC(C)(C)C)cc1F
Nc1cc(F)cc(Oc2cccnc2)c1,O=C1OC(=O)c2ccccc21
CC(C)[Si](OC(C)(c1nnc(-c2nc(Br)c(C(F)(F)F)cc2N)o1)C(F)(F)F)(C(C)C)C(C)C,OB(O)C1CC1
BrCCBr,CC(C)(C)OC(=O)c1ccc(-c2ccccc2)cc1NC(=O)c1ccc(O)cc1OCc1ccccc1
CC1(C)Cc2cccc(O)c2O1,O=[N+]([O-])c1ccc(Cl)c(Cl)c1
CC(C)(C)OC(=O)N1CCC[C@@H](Oc2cncc(-c3nn(C4CCCCO4)c4ccc(-c5ccnc(Cl)n5)cc34)n2)C1,NC1CC1
C[Sn](C)(C)N=[N+]=[N-],N#Cc1cccc(N(Cc2cccc(OC(F)(F)C(F)F)c2)CC(O)C(F)(F)F)c1
N#Cc1ccc(-n2nc(-c3c(F)cccc3Cl)[nH]c2=O)cc1,NC(=NO)c1ccc(F)cc1
CCOC(C)=C(C#N)C#N,COc1ccc(NN)c(F)c1
CS(=O)(=O)c1ccc(O)cc1,Clc1ccc(Cl)nc1
CC(C)(C)OC(=O)CCNC(=O)c1ccc(CCC2C=C(c3ccccc3)C=CC2(Br)OC(F)(F)F)cc1,C[Sn](C)(C)C
Clc1nc(Cl)nc(N[C@H]2CCc3ccccc32)n1,N[C@@H]1C[C@H](CO)[C@@H](O)[C@H]1O
C[C@H](c1ccccc1)n1c(N)nc2c(Cl)nc3ccccc3c21,N
CCC(C)N,Nc1nc(Cl)nc2c1ncn2Cc1ccccc1
CCN(C(C)C)C(C)C,O=[N+]([O-])c1ccc(Br)cc1F
COc1ccc2ncc(Cl)c(Br)c2n1,N#C[Cu]
O=Cc1ccc(F)cc1,Oc1ccc(F)cc1
NNc1ccc(F)cc1,O=C/C(Br)=C(/Br)C(=O)O
COC(=O)c1ccnc(Br)c1,OB(O)c1cc(F)c(F)c(F)c1
C=C(C)C(=O)O,Cc1sccc1-c1ccccc1
Brc1ccc(C2=CCCCc3ccccc32)cc1,C=CC(=O)OC
CC(=CBr)c1ccc(F)cc1,Cc1ccc2[nH]c3c(c2c1)C1CCCN1CC3
O=C(O)CC(=O)O,O=Cc1cccc(Br)c1
COc1cc2c(Cl)ncnc2cc1OCCCN(C)S(C)(=O)=O,Oc1ccc2[nH]ccc2c1
Brc1c[nH]cn1,O=[N+]([O-])c1cccc(F)c1
CC(C)(C)OC(=O)NC1(c2cccc(B3OC(C)(C)C(C)(C)O3)c2)CC1,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1Cl
COCCOc1ccnc(Cl)n1,Cc1cc(N)cc(B2OC(C)(C)C(C)(C)O2)c1
COc1ccc2ccc(OS(=O)(=O)C(F)(F)F)c(-c3nnc(N[C@H](C)c4ccccc4)c4ccccc34)c2c1,c1ccc(Pc2ccccc2)cc1
C#C[Si](C)(C)C,N#Cc1cnc2cnc(Cl)cc2c1O
N#Cc1ccc(Cc2cncn2Cc2ccc(Br)nc2)cc1,SC1CCCCC1
C=C[Sn](CCCC)(CCCC)CCCC,COc1nc(N[C@@H]2c3ccccc3C[C@@H]2O)c(Br)nc1-c1ccc(Cl)cc1Cl
CN(C)C=C1C(=O)Nc2ccc(S(=O)(=O)O)cc21,COC(=O)c1ccccc1N
CCCCCCCCOS(=O)(=O)c1ccc(C)cc1,Nc1ccccc1C(=O)O
C=CCOc1ccc(C)c2[nH]c(=O)c(C)c(C)c12,CN(C)c1ccccc1
C#Cc1ccccc1CC(N)=O,CC(C)(C)OC(=O)N1CCCCC1c1ccc(Nc2ncc(C(F)(F)F)c(Cl)n2)cc1
CC(=O)OCCBr,O=Cc1c(O)cc(Cl)cc1Cl
CN(C)CCCl,Clc1ccc2[nH]c3nc4ccccc4nc3c2c1
BrC1CC1,N#Cc1ccc(Br)cc1O
COc1cc2c(Cl)ncnc2cc1OCCCN1CCCCC1,Cc1c[nH]c2ccc(O)cc12
Fc1ccc(Br)cn1,N[C@H]1CC[C@H](C(=O)O)CC1
COc1ccc(CN2CCC(c3cc(C)c(N)cc3C)CC2=O)cc1,Cc1cc(Nc2nc(Cl)ncc2Cl)n[nH]1
COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1O,ClCCN1CCCC1
CN1CCc2ccc(NC(=O)[C@@H](CCC#N)NC(=O)OC(C)(C)C)cc2CC1,[N-]=[N+]=[N-]
COc1nnc(-c2ccncc2)cc1-c1[nH]c2cc(CN3CCN(C)CC3)ccc2c1C(C)C,[OH-]
CCCc1nc(O)cc2cc(OC)c(OC)cc12,CCOc1ccc2nc(NCCNC(C)=O)c(CCl)cc2c1
COC(=O)c1ccccc1N,Ic1ccccc1
CCCC[Sn](CCCC)(CCCC)c1ccncc1,O=c1c2c([nH]c3ccccc13)C(c1ccc3c(c1)OCO3)N(c1ncc(Br)cn1)C2
CCC(CC)(c1ccc(C#CC(OCOC)(C(F)(F)F)C(F)(F)F)c(C)c1)c1ccc(B2OC(C)(C)C(C)(C)O2)c(C)c1,COC(=O)Cc1cncc(Br)c1
C1CSCCN1,O=[N+]([O-])c1ccc(F)cc1
Brc1ccc(Br)nc1,CC(C)(C)OC(=O)N1CCCNCC1
CC(C)(C)OC(=O)NC1CCN(c2cc([Sn](C)(C)C)nc(S(C)(=O)=O)n2)CC1,Cc1ccc(S(=O)(=O)n2cc(I)c3nc(-c4ccccc4F)ccc32)cc1
CNc1nc(Cl)ncc1C(F)(F)F,COc1cc(C(=O)N2CCOCC2)c(C)cc1N
CN1CCCn2c1cc(Cl)nc2=O,SCCc1ccccc1
Clc1cnc(-c2ccccc2)c(-c2ccccc2)n1,[N-]=[N+]=[N-]
CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OS(=O)(=O)C(F)(F)F)ccc2-n2c(C)nnc21,COc1cccc(B(O)O)c1
Cc1ccc(Br)cc1NC(=O)c1ccc(Nc2nc(-c3ccccc3)c3ccccc3n2)cc1,OB(O)n1cccn1
C[C@H]1CN(c2cnc(N3CCOCC3)c(N)c2)CCO1,Cc1c(-c2ccccn2)nc2cc(F)ccc2c1Cl
CC(C)(C)OC(=O)N1CCN(C(C#N)=Cc2ccccn2)CC1,[N-]=[N+]=[N-]
Cc1c([C@H]2CN3CCNC[C@@H]3CO2)ccc(F)c1C#N,O=C(O)C(F)(F)F
COc1ccc(-c2nsc3cc(Cl)c([N+](=O)[O-])cc23)cc1C,[F-]
C=C(OCC)[Sn](CCCC)(CCCC)CCCC,O=C(CN1CCN(c2ccc(Cl)nn2)CC1)N1CCN(C2CCC2)CC1
Cc1cc(Cl)ccc1C(=O)O,II
N#Cc1cc(C=O)ccc1F,Oc1cccc(C(F)(F)F)c1
CC(C)c1cc(Cl)nnc1Cl,OCCc1cc(Cl)c(O)c(Cl)c1
BrC=Cc1ccccc1,C=CCC(=O)[O-]
CCOC(=O)CC1CCC(c2ccc(-c3ccc(Cl)nn3)cc2)CC1,Nc1cccc(Cl)c1
CC(C)N1CCC(c2nc3cc(-c4ccc(F)cc4Cl)nc(Cl)n3n2)CC1,NCCNc1ccc(C(=O)C(F)(F)F)c(N)n1
CON,Cc1c(O)cc2c(c1C)OCC1(CC1)C2=O
CCOC(=O)CC(=O)OCC,Clc1nccnc1Cl
C[C@]12C[C@H](F)[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCl)[C@H]3[C@@H]1CCC2=O,FC(F)(F)C(F)(F)CCCSC[C@@H]1CCCN1
CC(C)(C)NN,O=C1CC2CCCC(C1=CO)N2S(=O)(=O)c1ccc(Cl)cc1
CCC(C)(C)CC(=O)CNC(=O)C(Cc1ccc(-c2cn(C)nc2NC(=O)OC(C)(C)C)cc1)NC(C)=O,[NH4+]
N=C(NO)c1cccc2c1CCC2=NO,Nc1nc(-c2ccc3ccccc3c2)cn1N
COc1cc2c(NCC3CCOCC3)c(N)cnc2cc1-c1c(C)noc1C,C[N+](C)=C(Cl)Cl
CC(C)(C)OC(=O)N(CCc1ccccc1)Cc1ccc(O)cc1,NC(=O)c1cnc(Cl)cn1
CCOC(=O)C1CCNCC1,O=[N+]([O-])c1ccc(F)cc1
CC(C)S(=O)(=O)N[C@H]1Cc2ccc(CCl)cc2C1,COC(=O)c1cc(B2OCC(C)(C)CO2)cc(C(F)(F)F)c1
Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,O=C(OCCOCCn1ccc2ncnc(Cl)c21)c1ccccc1
Cc1nc(Br)sc1C(=O)NCc1ccc(F)cc1,Ic1cncc(I)n1
CC(=O)OC(C)=O,COc1ccc([C@@H]2Sc3cc(Cl)ccc3N(CCN(C)C)C(=O)[C@@H]2O)cc1
CC(=O)N1CC(C)(C)c2ccc(N)cc21,O=c1[nH]c2ccccc2c(=O)o1
CCCCc1nc2c(C)ccnc2n1Cc1ccc(-n2cc(Cl)c(Cl)c2C#N)cc1,C[Sn](C)(C)N=[N+]=[N-]
Clc1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1,c1c[nH]cn1
COC(=O)c1ccc2nc(-c3ccccc3)c(Br)nc2c1,Clc1cccc(C2CCNCC2)c1
O=c1n(CCc2ccc3ncccc3n2)nc2c(Br)cccn12,OB(O)c1ccncc1
COC(=O)c1c(CBr)ccc(F)c1I,N#Cc1ccc(CN)cc1
CCc1nc([N+](=O)[O-])ccc1Br,Oc1ccnc(Cl)c1
O=S(Cl)Cl,OCc1ccc(-c2ccccc2)nc1
CSCc1cccc2c(C(CCOS(C)(=O)=O)c3ccc(C)cc3)c[nH]c12,[C-]#N
Cc1nc(C(=O)N2CCC[C@H](C)[C@@H]2CN)c(-c2ccc(F)cc2)s1,Fc1ccc(Cl)cn1
CC(C)(O)CCCCCl,Cn1c(=O)[nH]c(=O)c2c1ncn2CC(O)CO
CCCC(C)CN1CCC(c2cccc(C(=O)O)c2)(c2ncc(C(=O)N(CC)CC)cn2)CC1,CCN(CC)CC
C1CNCCN1,O=C(O)C1CCCO1
COC(=O)c1ncc(F)cc1F,Cn1ccc(NC(=O)c2cc(O)c3c(c2)OC(C)(C)C3)n1
Brc1cncc(Br)c1,CN1C(=O)Cc2c1ccc(B1OC(C)(C)C(C)(C)O1)c2Cl
CC(=O)N(C)c1ccc(N)cc1,Cc1ccc(S(=O)(=O)n2cc(-c3ccncc3)c3c(NC4CC4)nc(Cl)nc32)cc1
C1COCCN1,CC1(C)C(=O)N(c2ccc(OC(F)(F)F)cc2)C(=O)N1Cc1ccnc(Cl)c1
Cc1cc([N+](=O)[O-])ccc1F,OC1CCNCC1
CCCCCCCCC#N,NCCO
C1CCNCC1,O=C(CCCCl)c1ccc2sc3ccc(C(=O)CCCCl)cc3c2c1
CCOC(=O)C[C@H]1C[C@@H](CC)[C@@H](c2nnc3cnc4[nH]ccc4n23)C1,N/C(CO)=N\O
Clc1nncc2cc(Br)ccc12,OC1CCNC1
COc1cc2c(Nc3ccc4cn[nH]c4c3)c(C#N)cnc2cc1OCCCl,c1ccc2c(c1)CCNC2
CN1CCNCC1,Cc1cc2c(s1)Nc1ccc(C#N)cc1N=C2N
CC1(N)CCOCC1,CS(=O)(=O)c1ncc(C(N)=O)c(N[C@@H]2CCC[C@H](O)C2)n1
C[N+](=O)[O-],O=Cc1ccc(OCCCF)c(OCc2ccccc2)c1
Cc1nn(C)c(-c2ccc(F)cc2Cl)c1N,N#Cc1cc(F)c(F)c(F)c1
CCOC(=O)C1=CC(CF)(CF)Oc2ccc(I)cc21,O=C([O-])C(F)(F)F
Cc1cnc(Cl)nc1NC1CCC2(CC1)CCN(C(=O)OC(C)(C)C)CC2,Cn1cc(N)cn1
CCc1cc(C)ccc1C(=O)OC,II
C#CCCCCCl,O=C1NC(=O)c2ccccc21
COc1cc(N2CCC(N3CCN(CCF)CC3)CC2)c(OC)cc1N,O=C(Nc1c(F)cccc1F)c1cccc(-c2nc3ccccn3c2-c2ccnc(Cl)n2)c1
BrCc1cncnc1,COC(=O)c1c(C)[nH]c2ccccc12
Brc1ccc2ccc3c(Br)ccc4ccc1c2c43,c1ccc(Nc2ccc3ccccc3c2)cc1
CC(C)Oc1cccc(OC(C)C)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1,Cc1c(Cl)cccc1-c1ccc(N2CCc3cccc(C(=O)Nc4nc5ccccc5s4)c3C2)nc1C(=O)OC(C)(C)C
Cc1cc(C2=NOC(c3cc(Cl)cc(Cl)c3)(C(F)(F)F)C2)ccc1F,c1cn[nH]c1
COc1ccc(CNc2nnc(-c3ccc4c(c3)c(I)cn4S(=O)(=O)c3ccc(C)cc3)s2)cc1,C[Sn](C)(C)c1cncc(NC2CC2)n1
CCCC[Sn](CCCC)(CCCC)c1nccs1,Cc1cc(C(=O)NC(C)c2ccc(OCC(F)(F)F)nc2)cc(Br)n1
Clc1nnc(Cc2ccncc2)c2ccccc12,Nc1cccc(O)c1
C#CCCO,N#Cc1c(O)c2c(-c3ccc(Br)cc3)csc2[nH]c1=O
COc1cc2cc[nH]c(=O)c2cc1F,O=[N+]([O-])c1ccc(F)cc1
C=C(C)[C@@H]1CC[C@]2(N)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(C6=CC[C@H](C(=O)OCc7ccccc7)CC6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,ClCCBr
CN(CCCl)CCCl,Nc1c[nH]nc1C(=O)Nc1ccc(F)cc1
OB(O)c1cc[nH]n1,OCCCNc1nc2cc(OC(F)(F)F)ccc2n2c(Br)cnc12
CC(C)(O)Cn1c(N)nc2c(Cl)nc3ccccc3c21,N
CN1C(=O)Cc2cc(Br)c(C#N)cc21,OB(O)c1cccnc1
C1CNCCN1,Clc1nccnc1Cl
CCOc1ccc(Br)c(F)c1OCC,N#C[Cu]
O=C1CSC(=S)N1N=c1sc2ccccc2s1,O=Cc1ccccc1
COc1cc(S)cc(OC)c1,Cc1cc(F)ccc1[N+](=O)[O-]
FC(F)(F)c1ccc(Br)nc1,N#C[Cu]
CN1CCNCc2ccc(N)cc21,CNC(=O)c1cccc(Cl)c1Nc1nc(Cl)ncc1Cl
COc1ccccc1Br,c1c[nH]cn1
COC(=O)c1ccc(O)cc1,ClCCN1CCOCC1
C=CC(=C)O[Si](C)(C)C,COc1ccc(/C=C/[N+](=O)[O-])cc1OC
CC(C)(C)OC(=O)NC1(c2ccc(B(O)O)cc2)CCC1,O=S(=O)(Oc1nn2c(C(F)(F)F)cc(C(F)(F)F)nc2c1-c1ccccc1)C(F)(F)F
C=CCO,COC(=O)CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
C[C@H](Nc1cc(-c2cnn(C)c2)cc(Cl)n1)c1ccc(F)cc1,Nc1cnccn1
C=C(C)CBr,Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cn[nH]c2)c1
CC(C)(C)OC(=O)N1CC2CCC(Nc3nc(Cl)ncc3Cl)CC2C1,Cn1cc(N)cn1
COC(=O)C(F)(F)c1ccc2ncccc2c1,Cc1cc(-c2ccc(NN)nn2)on1
CC(C)(C)c1cccc(C(C)(C)C)c1O,CCN(CC)CC
CC(=O)O,N#CC(c1ccccc1)(c1ccc(F)cc1)c1ccc(F)cc1
OB(O)c1ccc(F)cc1,OCc1nnc(Br)s1
BrCCn1cccc1,O=C(NC1=Nc2cc(O)ccc2C2=NCCN12)c1cccnc1
O=C1CC2CCCC3CC(=O)N1C23,OCc1ccccc1
CN(C)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,O=C1CCC(=O)N1Cl
Br,O=C1Nc2ccccc2Nc2nnc(Cl)cc21
CCOC(=O)c1cc(Cl)ccc1[N+](=O)[O-],Oc1cc(Cl)c(Cl)cc1Cl
COC(=O)c1cc(-c2cccnc2Cl)cc2cn[nH]c12,Cc1cc(B(O)O)ccc1F
NO,O=Cc1c(F)cc(O)cc1Cl
CC1(O)CCCNCC1,Cn1ncc([N+](=O)[O-])c1Cl
CNc1cc(O)ccc1[N+](=O)[O-],O=CO
Clc1ccc(Br)cn1,OC1CN2CCC1CC2
COc1ccc2[nH]c(C)cc2c1,FC(F)(F)c1cccc2c(Cl)ccnc12
CS(N)(=O)=O,N#Cc1cc(F)ccc1F
Cc1cc(C)n(C(=O)CC#N)n1,c1nc(N2CCCC3(CCN3)C2)c2cc[nH]c2n1
CCOc1cccc(-c2ccc(C=CC(=O)C(=O)OC)cc2)c1,NNc1ccccc1F
Clc1ccc(C2CCNCC2)cc1,O=c1c2cccn2c2ccccc2n1CCCCl
COc1cc2ncc(C#N)c(Cl)c2cc1OC,Nc1cccc(Oc2ccccc2)c1
CCOC(=O)C=Cc1ccccc1,[C-]#N
CS(=O)(=O)Nc1cc(Br)cnc1Cl,C[Sn](C)(C)c1cc(N)c2cnn(S(=O)(=O)c3ccccc3)c2c1
C[O-],Cc1ccc(Cc2c(Cl)nc3ccc(I)cc3c2Cl)cc1
C=C(OCC)[Sn](CCCC)(CCCC)CCCC,COc1nc(Br)ccc1-n1cnc(C)c1
CCN(CC)CC1CCN1,COC(=O)c1c(CS(=O)(=O)c2ccccc2F)ccc(-c2ccoc2)c1OC
C1COCCN1,Clc1nncc2cc(Br)ccc12
C[C@@H](c1ccc(B2OC(C)(C)C(C)(C)O2)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O,OC1(c2ccc(Br)cc2)COC1
CCOC(C)=N,NNC(=O)C1(NC(=O)OCc2ccccc2)CC1
CC(C)(C)[Si](C)(C)OC1CC2CON(Cc3ccccc3)C2(c2cccc(Br)c2)C1,COc1cccc(B(O)O)c1
Cc1cc(N)cc(B2OC(C)(C)C(C)(C)O2)c1,Cc1nc(Cl)ncc1F
COCCOCc1cnc(C(=O)CCC(=O)C(CC2CCOCC2)c2ccc(S(=O)(=O)C3CC3)cc2)s1,[NH4+]
C=CC(C)(C(=O)O)C(C)(C)O[Si](C)(C)C(C)(C)C,CC(=O)O[C@H](C)c1ccc2ccc(Br)cc2n1
CCOC(=O)C(C)Cc1nnc(-c2ccncc2)n1C1CC1,N=C(NO)c1cccc(Cl)c1
CN(N=C(Cl)c1c(F)cccc1Cl)S(=O)(=O)c1ccccc1,N#Cc1ccc(Cc2ccc(Cl)c(Cl)c2)c(Cl)c1
COc1cc(N)cc(OC)c1OC,Cc1ccc(C(=O)c2ccccc2Nc2nc(S(C)(=O)=O)ncc2C#N)cc1
COc1cc(-c2nn3c(-c4cnc(N)c(C(F)(F)F)c4)c(C)nc3s2)ccc1O,ClCCN1CCOCC1
COC1=CC(OC)=NN(Cl)N1,Cc1nc(-c2cc(O)c(Cl)cc2F)c(Cl)n1C(F)F
C[C@@H](Oc1cccc(F)n1)c1ccnc(N)n1,C[S-]
F,O=C(OCc1ccccc1)N1CCC2(CC1)CO2
